tweet_id,usuario_id
1,673
3,4993
18,863
2257,863
19,4371
825,4371
1524,4371
1865,4371
2317,4371
2416,4371
2957,4371
5430,4371
22,3589
3134,3589
6596,3589
22,3034
179,3034
416,3034
879,3034
1972,3034
2289,3034
2328,3034
2423,3034
2472,3034
2494,3034
2497,3034
2566,3034
3051,3034
4071,3034
4075,3034
4238,3034
4434,3034
4795,3034
4841,3034
4842,3034
4992,3034
5154,3034
5172,3034
5190,3034
5192,3034
5216,3034
5224,3034
5422,3034
5424,3034
5747,3034
6076,3034
6492,3034
7034,3034
7352,3034
7570,3034
8452,3034
8526,3034
9882,3034
10410,3034
10554,3034
10975,3034
22,479
170,479
416,479
494,479
726,479
944,479
1476,479
1956,479
2683,479
2713,479
2827,479
3058,479
3588,479
3620,479
3877,479
3956,479
4055,479
4142,479
4409,479
4522,479
4842,479
5078,479
5136,479
5263,479
5270,479
5310,479
5482,479
5562,479
5588,479
5598,479
5799,479
5891,479
6152,479
6164,479
6245,479
6260,479
6492,479
7890,479
9056,479
9329,479
9483,479
9680,479
9808,479
9993,479
10054,479
10068,479
10136,479
10180,479
10204,479
10968,479
11154,479
11173,479
11294,479
11312,479
11321,479
11326,479
11336,479
11346,479
11347,479
11351,479
11543,479
11581,479
11613,479
22,1981
3134,1981
6596,1981
22,5003
7374,5003
22,7126
3663,7126
6596,7126
22,3893
22,719
22,3397
7723,3397
22,3447
22,5214
22,4737
22,5240
23,5526
35,6456
35,7329
35,2200
37,6806
383,6806
388,6806
494,6806
747,6806
1024,6806
1062,6806
1236,6806
1951,6806
2262,6806
2962,6806
3019,6806
3413,6806
4505,6806
4600,6806
4808,6806
5096,6806
5184,6806
5231,6806
5234,6806
5356,6806
5389,6806
5425,6806
5560,6806
5561,6806
5581,6806
5622,6806
5784,6806
6216,6806
7875,6806
8178,6806
9040,6806
9534,6806
10308,6806
10716,6806
39,1988
39,4150
39,5131
39,178
42,3050
4540,3050
42,4511
44,2953
59,4207
60,5368
78,5368
309,5368
555,5368
765,5368
830,5368
975,5368
1021,5368
1025,5368
1469,5368
1645,5368
2909,5368
2937,5368
2952,5368
3106,5368
3248,5368
3287,5368
3382,5368
3511,5368
3512,5368
4012,5368
4129,5368
5023,5368
5138,5368
5148,5368
5487,5368
5655,5368
5756,5368
5794,5368
6120,5368
6269,5368
7175,5368
7200,5368
7455,5368
7833,5368
7932,5368
8311,5368
9776,5368
9862,5368
9960,5368
10999,5368
11248,5368
66,5456
437,5456
455,5456
569,5456
1489,5456
4136,5456
4171,5456
4187,5456
6492,5456
8616,5456
10409,5456
10826,5456
11149,5456
11342,5456
69,260
71,3718
11093,3718
71,2129
82,5756
155,5756
175,5756
182,5756
206,5756
338,5756
419,5756
537,5756
589,5756
628,5756
664,5756
766,5756
774,5756
890,5756
924,5756
973,5756
1006,5756
1039,5756
1044,5756
1175,5756
1312,5756
1330,5756
1369,5756
1378,5756
1393,5756
1447,5756
1643,5756
1825,5756
1904,5756
2004,5756
2044,5756
2054,5756
2061,5756
2143,5756
2183,5756
2298,5756
2385,5756
2399,5756
2437,5756
2443,5756
2444,5756
2458,5756
2467,5756
2474,5756
2673,5756
3620,5756
4857,5756
6136,5756
7185,5756
7189,5756
7890,5756
9709,5756
9819,5756
10214,5756
10529,5756
10817,5756
10839,5756
92,160
532,160
674,160
902,160
1442,160
1981,160
2145,160
2274,160
2401,160
2435,160
2791,160
3016,160
3147,160
3162,160
3337,160
3390,160
3489,160
3660,160
3692,160
4020,160
4073,160
4152,160
4321,160
4325,160
4459,160
4522,160
4537,160
4563,160
4925,160
5236,160
5263,160
5270,160
5556,160
5562,160
5753,160
5811,160
6152,160
6164,160
6375,160
6399,160
6543,160
6561,160
6668,160
6672,160
7029,160
7068,160
7385,160
7880,160
8182,160
8261,160
8445,160
8564,160
8597,160
8599,160
8601,160
8603,160
8613,160
8963,160
9126,160
9197,160
9235,160
9308,160
9329,160
9417,160
9418,160
9525,160
9550,160
9591,160
9647,160
9706,160
9993,160
10073,160
10074,160
10112,160
10237,160
10243,160
10282,160
10285,160
10348,160
10425,160
10510,160
10540,160
10685,160
10726,160
10781,160
10843,160
10965,160
11029,160
11057,160
11065,160
11134,160
11149,160
11236,160
11238,160
11368,160
11386,160
11394,160
11479,160
11543,160
11555,160
11585,160
11613,160
11614,160
96,5995
96,3234
274,3234
287,3234
713,3234
717,3234
856,3234
921,3234
1197,3234
1472,3234
2332,3234
2515,3234
3098,3234
3316,3234
3335,3234
3379,3234
3442,3234
3451,3234
3908,3234
4125,3234
4299,3234
4532,3234
5385,3234
7745,3234
8445,3234
96,3803
98,2173
102,7005
107,6236
130,6236
583,6236
619,6236
732,6236
1568,6236
2322,6236
2341,6236
2464,6236
3227,6236
3479,6236
4134,6236
7378,6236
7625,6236
7878,6236
8236,6236
8552,6236
8624,6236
9763,6236
108,732
131,732
480,732
584,732
620,732
624,732
733,732
1569,732
2323,732
2342,732
2466,732
3175,732
3228,732
3458,732
3480,732
4135,732
5642,732
7379,732
7626,732
7879,732
8237,732
8553,732
8625,732
9764,732
122,1532
124,2082
127,4411
127,6196
127,6927
128,6324
128,1365
128,3672
128,1179
495,1179
579,1179
828,1179
834,1179
885,1179
3068,1179
5592,1179
7130,1179
7484,1179
8817,1179
8988,1179
134,3317
150,2341
152,6645
838,6645
944,6645
1086,6645
1701,6645
1939,6645
3992,6645
5765,6645
5806,6645
5936,6645
6062,6645
6391,6645
6722,6645
7309,6645
7465,6645
9371,6645
9638,6645
9724,6645
9797,6645
10117,6645
11149,6645
11506,6645
11530,6645
152,7444
1068,7444
1080,7444
3140,7444
6826,7444
6869,7444
152,6004
5846,6004
152,3530
601,3530
11120,3530
162,1913
3048,1913
3054,1913
3532,1913
5325,1913
5930,1913
5949,1913
7092,1913
9812,1913
170,2797
173,6864
234,6864
353,6864
365,6864
685,6864
2846,6864
2879,6864
5110,6864
5141,6864
5623,6864
6899,6864
7228,6864
7442,6864
9716,6864
10454,6864
174,6595
174,5059
179,5637
179,5907
189,3989
205,3989
828,3989
1449,3989
1450,3989
7397,3989
8560,3989
8692,3989
8788,3989
8803,3989
8817,3989
8893,3989
8894,3989
8935,3989
8945,3989
8946,3989
8988,3989
9145,3989
9498,3989
9889,3989
11271,3989
198,5841
198,5737
198,5878
1024,5878
5213,5878
7404,5878
200,2432
201,1984
443,1984
1072,1984
1077,1984
1170,1984
1426,1984
1936,1984
1970,1984
2386,1984
2387,1984
4197,1984
8543,1984
11149,1984
11167,1984
11278,1984
11396,1984
11525,1984
11529,1984
202,5063
203,3541
1075,3541
11149,3541
11224,3541
205,1472
205,5622
1111,5622
3473,5622
4184,5622
6626,5622
7377,5622
7487,5622
8584,5622
8762,5622
9095,5622
9099,5622
9864,5622
9907,5622
9967,5622
10007,5622
10080,5622
10136,5622
10278,5622
10491,5622
10778,5622
11037,5622
11271,5622
205,3785
828,3785
964,3785
1174,3785
2526,3785
6006,3785
6152,3785
6164,3785
7397,3785
7834,3785
8081,3785
8324,3785
8336,3785
8960,3785
9577,3785
9848,3785
9889,3785
11106,3785
11249,3785
205,2685
11120,2685
205,6283
8324,6283
209,2965
404,2965
9864,2965
211,383
211,2368
214,2170
216,2170
611,2170
8261,2170
220,2498
224,6657
225,4528
233,2753
2094,2753
2238,2753
242,6710
3101,6710
242,5067
243,108
477,108
486,108
721,108
850,108
984,108
1099,108
1755,108
1895,108
2688,108
3054,108
250,4267
252,6110
267,967
287,7013
298,3036
2120,3036
10086,3036
11506,3036
322,6096
324,6833
439,6833
771,6833
2274,6833
3153,6833
3185,6833
4022,6833
4409,6833
4537,6833
8022,6833
11142,6833
11299,6833
340,3696
370,320
4434,320
4841,320
4992,320
5154,320
5172,320
5190,320
5192,320
5216,320
5224,320
5225,320
370,3276
370,4024
370,1581
370,2867
4434,2867
4992,2867
370,6754
370,2201
370,7076
370,7069
370,1129
370,2643
382,6108
395,3569
404,5065
404,5543
2632,5543
8584,5543
9800,5543
10048,5543
11271,5543
404,6797
579,6797
404,32
579,32
828,32
964,32
1449,32
4441,32
4632,32
6152,32
6164,32
7130,32
7261,32
7622,32
7834,32
7916,32
7920,32
7951,32
8081,32
8361,32
8364,32
8584,32
8683,32
8699,32
8711,32
8719,32
8724,32
8766,32
8817,32
8893,32
8931,32
8960,32
8988,32
9490,32
9576,32
9651,32
9889,32
9900,32
9967,32
9972,32
9980,32
9982,32
10144,32
10279,32
10374,32
10377,32
10491,32
10713,32
11014,32
11016,32
11028,32
11106,32
411,7147
412,826
416,2228
416,1436
416,5458
416,3950
416,4515
436,4307
436,2639
440,1677
440,2568
442,589
5799,589
442,5688
453,5688
463,5688
563,5688
3048,5688
3054,5688
3140,5688
3532,5688
5325,5688
5989,5688
6732,5688
7735,5688
7941,5688
9982,5688
10377,5688
10965,5688
11134,5688
11236,5688
11412,5688
456,6457
457,3390
458,3197
461,116
1167,116
5030,116
11506,116
462,1047
465,4276
833,4276
2076,4276
2079,4276
2126,4276
2345,4276
2543,4276
2577,4276
2580,4276
5971,4276
5973,4276
6561,4276
8068,4276
8162,4276
8181,4276
10385,4276
11452,4276
467,4059
468,4059
1961,4059
472,6155
475,2470
4917,2470
5594,2470
7080,2470
479,5929
484,6347
534,6347
588,6347
5171,6347
498,4724
515,2405
1458,2405
3009,2405
515,6159
538,4319
601,4319
1357,4319
2028,4319
2834,4319
5928,4319
6947,4319
11120,4319
11336,4319
540,3201
946,3201
968,3201
4085,3201
556,2047
556,5429
558,2672
6333,2672
6566,2672
7105,2672
8584,2672
562,3102
573,3798
578,1230
578,7380
579,1459
7834,1459
8324,1459
579,7037
964,7037
7916,7037
9980,7037
579,2872
585,3216
597,1000
597,2310
597,3142
597,6377
601,4056
4674,4056
10060,4056
601,6654
601,5540
603,4102
8771,4102
603,5727
603,1325
603,4978
604,6512
2564,6512
4946,6512
7806,6512
8278,6512
10424,6512
10632,6512
10723,6512
10748,6512
622,1444
623,4894
625,4894
5641,4894
5643,4894
8461,4894
626,1039
5644,1039
630,6459
8110,6459
11398,6459
673,5261
693,4168
701,4168
5411,4168
5522,4168
10852,4168
11009,4168
693,6567
2577,6567
2580,6567
698,1322
1415,1322
1778,1322
2274,1322
2476,1322
2704,1322
2748,1322
2817,1322
2824,1322
2829,1322
2831,1322
2833,1322
2836,1322
2838,1322
2840,1322
2841,1322
2842,1322
2847,1322
2851,1322
2855,1322
2880,1322
2885,1322
2894,1322
2903,1322
6556,1322
10290,1322
11471,1322
11577,1322
699,5139
700,1510
700,2106
700,7458
736,7458
748,7458
6970,7458
715,5157
718,1906
726,6678
1162,6678
3723,6678
735,3598
3007,3598
743,4408
751,5254
756,3352
756,5735
760,462
1478,462
762,6660
762,135
762,1439
762,3916
772,2586
772,4901
772,548
787,6518
787,5690
796,6771
1335,6771
799,2481
801,4905
807,829
820,6732
824,6721
856,6721
4749,6721
6301,6721
8681,6721
9118,6721
10165,6721
10589,6721
831,4682
831,1998
964,1998
837,6550
5396,6550
11204,6550
842,2595
842,5036
5094,5036
842,901
5094,901
842,4832
5094,4832
842,5549
5094,5549
842,2986
5094,2986
842,1841
5094,1841
842,5125
5094,5125
842,456
5094,456
842,4550
5094,4550
842,918
5094,918
842,2767
5094,2767
842,6380
5094,6380
842,7434
5094,7434
842,2357
5094,2357
842,7173
842,5088
842,4979
852,519
856,6328
921,6328
4346,6328
5344,6328
5351,6328
6000,6328
6177,6328
6551,6328
6558,6328
6682,6328
6689,6328
8137,6328
8139,6328
8140,6328
8434,6328
8646,6328
856,5775
856,473
1442,473
1807,473
2401,473
2791,473
3016,473
3337,473
3456,473
7352,473
9895,473
856,6663
857,5770
861,3800
3808,3800
870,2659
872,5137
873,5137
874,5137
1327,5137
5317,5137
6892,5137
7446,5137
7447,5137
7449,5137
7667,5137
10474,5137
892,2442
894,452
901,30
901,293
3628,293
902,5743
902,4516
2827,4516
4522,4516
5562,4516
7029,4516
7431,4516
8206,4516
10950,4516
11368,4516
903,4103
907,7072
1266,7072
2181,7072
907,487
4648,487
11167,487
912,1468
914,3213
917,3213
922,3179
1902,3179
2166,3179
2526,3179
3529,3179
3698,3179
4048,3179
4286,3179
4519,3179
5233,3179
9093,3179
10003,3179
10090,3179
10178,3179
922,2875
1902,2875
2166,2875
2526,2875
3529,2875
3698,2875
4048,2875
4286,2875
4441,2875
4519,2875
5233,2875
9093,2875
10003,2875
10090,2875
10178,2875
922,1073
2166,1073
3529,1073
3698,1073
4048,1073
4286,1073
4519,1073
5233,1073
8324,1073
9064,1073
9093,1073
10178,1073
11219,1073
922,7117
2166,7117
3529,7117
3698,7117
4048,7117
4286,7117
4519,7117
5233,7117
10178,7117
934,6801
940,2571
948,925
948,7113
948,1282
949,4645
2232,4645
3663,4645
952,5552
971,122
993,3590
996,4735
997,4735
1013,2696
1013,3160
1015,1363
1019,1343
1019,6444
1031,6444
1024,5835
2564,5835
4992,5835
1024,125
2564,125
1024,2605
4434,2605
4992,2605
1024,3730
4434,3730
5236,3730
9228,3730
1034,3203
1057,6524
1057,5232
1057,3849
1061,3692
1061,1030
1061,5933
11069,5933
11608,5933
1078,114
2376,114
7136,114
1083,4877
1508,4877
1553,4877
3288,4877
1102,4723
1352,4723
1109,482
1110,7327
1110,6452
7923,6452
1113,2949
8879,2949
1129,4656
1132,3957
1137,3756
2274,3756
3055,3756
3086,3756
5856,3756
10980,3756
1160,1997
2382,1997
3688,1997
1161,5712
5209,5712
1166,298
1166,1718
1166,753
1198,6205
1213,792
1216,5556
1335,5556
1340,5556
1344,5556
1220,5980
1231,406
1246,4050
1246,793
1266,6046
1276,782
1285,3335
1285,963
1289,2832
1293,163
1297,7394
6249,7394
7555,7394
1307,2352
1311,2542
4974,2542
5092,2542
1311,439
1311,3717
1311,4658
1311,6176
1311,6301
1331,7119
1334,1340
1526,1340
1716,1340
1875,1340
2078,1340
2269,1340
2380,1340
1334,6944
1526,6944
1716,6944
1875,6944
2078,6944
2269,6944
2380,6944
1335,877
1335,1765
1337,5256
1337,2101
1338,814
1338,4866
1338,1126
1338,5338
1338,4459
1338,4562
1340,563
1341,1638
1341,998
1341,6395
1353,919
1357,49
3744,49
5522,49
1358,937
11142,937
1362,7257
1363,4989
1367,3906
1427,2026
10677,2026
1436,5095
1448,3353
1451,3353
1451,5957
1458,5330
1466,6431
1480,6302
1480,531
1480,6098
1480,6796
1483,1068
1486,6734
1528,6734
1582,6734
1600,6734
1672,6734
1677,6734
1682,6734
1718,6734
1726,6734
1727,6734
1763,6734
1769,6734
1770,6734
7448,6734
1493,1862
1495,62
1497,4325
5820,4325
5859,4325
5913,4325
5917,4325
5955,4325
5956,4325
5963,4325
5979,4325
5984,4325
5988,4325
5994,4325
6007,4325
1498,7475
1586,7475
1588,7475
1589,7475
1596,7475
1609,7475
1610,7475
1611,7475
1618,7475
1620,7475
1624,7475
1632,7475
4711,7475
10713,7475
1522,1914
1532,5259
1534,3677
1534,6698
5556,6698
5598,6698
10998,6698
11079,6698
11347,6698
11543,6698
1550,2906
1553,33
1557,1806
1565,679
1567,7018
1574,4305
1613,1181
1670,4104
1671,676
1686,6668
1686,3509
1686,3816
1686,2382
1749,2382
1707,6725
3742,6725
1712,77
1973,77
1974,77
2120,77
4032,77
4034,77
4121,77
4698,77
7759,77
8804,77
1713,6268
5868,6268
1725,4189
1767,2080
1767,3557
1767,380
3646,380
4869,380
7610,380
1777,4101
5404,4101
1784,4711
1793,196
7232,196
1803,6681
1819,3609
1832,1748
1832,7141
1857,4255
1857,7123
1860,1317
1871,6399
8803,6399
9649,6399
10144,6399
11033,6399
11266,6399
1880,7379
1884,1009
2103,1009
8543,1009
1884,5466
1884,6561
1884,891
10734,891
1887,4039
1894,3716
8163,3716
10709,3716
11585,3716
1902,3797
2526,3797
4286,3797
10090,3797
10178,3797
1902,6356
2526,6356
3529,6356
4286,6356
9093,6356
10178,6356
1917,1627
1921,7210
1921,3670
1931,4785
1932,3237
1938,1128
6290,1128
7131,1128
7145,1128
1950,1606
1975,2292
3988,2292
8874,2292
9850,2292
2014,6092
4882,6092
2014,15
2014,7063
2014,7412
2038,5361
2043,5372
2047,1390
2047,2169
2051,6138
2052,6982
2075,40
2076,1501
2126,1501
9585,1501
2103,2644
5051,2644
2103,6185
2111,686
2116,3193
2120,6600
2121,7051
2134,939
2173,1440
2206,6067
2232,6378
2232,6152
2232,4636
2232,7025
2239,5524
5582,5524
5603,5524
10905,5524
10962,5524
2245,747
2252,4639
2261,3728
2274,2287
2287,2174
3855,2174
8452,2174
2287,5636
2320,1272
2376,1272
2320,5588
2376,5588
2320,898
2376,898
2345,2162
2346,7190
2354,2512
2363,2500
2369,2502
2376,3630
8292,3630
2447,4605
6298,4605
6303,4605
6714,4605
8318,4605
8977,4605
2449,4878
2449,997
2460,1650
2460,6323
2460,2674
2462,5198
2473,2814
4310,2814
2475,6297
2478,13
2482,5054
2513,5054
4500,5054
4565,5054
4810,5054
2501,2225
2501,4966
2526,1699
3529,1699
4286,1699
6908,1699
11506,1699
2532,3740
2532,1796
2532,405
2532,1987
2532,2747
2532,6699
5757,6699
2532,5292
2532,5687
2532,4582
2532,4794
2532,4264
2532,6617
2532,2247
2532,1880
8481,1880
2557,327
6142,327
2557,3419
2562,6549
2566,1759
2566,7250
2566,3935
2577,4480
2580,4480
2577,6330
2580,6330
2577,2440
2580,2440
2577,3336
2580,3336
2620,1883
2625,1883
2628,1094
2632,2279
2638,5950
2638,3033
2649,2972
2656,1523
2675,1551
2682,4884
2700,7086
2707,4517
2730,1675
2734,236
2752,6265
2823,379
2827,3545
4882,3545
6399,3545
10589,3545
2827,2555
2838,880
2856,2188
2907,2999
3297,2999
4476,2999
4843,2999
5025,2999
6443,2999
2907,761
2911,761
2944,5388
2944,1386
2978,2367
3002,7090
7119,7090
3009,4442
3009,4596
3010,4596
3010,857
3010,2441
3010,1280
3012,4191
3013,2036
3015,1512
3015,7247
3018,3508
3018,2635
3018,1974
3022,1271
3028,5890
3031,1007
3031,4016
3033,4752
3041,3048
3048,400
3054,400
3532,400
5325,400
7735,400
3051,4163
3051,4551
3055,6364
3086,6364
3063,7057
3068,1081
3068,1464
3068,2930
3068,962
8729,962
3068,172
3073,348
3074,348
3435,348
7764,348
9570,348
3081,1059
3087,1059
3090,1852
3101,464
3113,4788
3129,4052
3134,4073
